file,page_id,record_type,section,sub_section,name,type,default,description
trigger-mqtt.html,trigger-mqtt,property,Node Properties,MqttTelemetryTrigger,schemaRef,string,null,Reference to a .proto file or binary template in the WBSKT Registry. Required for Protobuf.
trigger-mqtt.html,trigger-mqtt,property,Node Properties,MqttTelemetryTrigger,correlationExpression,expression,null,"JSONPath for payload fields, or $topic[index] for topic segments (e.g., $topic[1] for 2nd segment)."
trigger-mqtt.html,trigger-mqtt,property,Node Properties,MqttTelemetryTrigger,onMatch,enum,MapOrCreate,"MapOrCreate — (Genesis) Creates a new instance if the resolved ID is unknown. Updates if known. MapOrDiscard — (Signal) Only updates existing instances. If no match is found, the signal is dropped. AlwaysCreate — Ignores the resolved ID and spawns a parallel instance (useful for stateless logs). MapOrReplace — Aborts the existing instance and starts a fresh one with the new payload."
trigger-mqtt.html,trigger-mqtt,callout,Node Properties,,Topic-Based Routing,info,,The MQTT Trigger is uniquely capable of extracting identity from the topic metadata. This allows the engine to route messages to the correct instance even if the payload is encrypted or in a proprietary binary format that cannot be parsed by the node itself.
trigger-mqtt.html,trigger-mqtt,port,Port Detail,Port Detail,onMessage,signal,,"Fires instantly upon message arrival and successful decoding. | payload: // Written to WorkflowContext[nodeId]: { ""metadata"": { ""topic"": ""v1/dev_99/status"", ""qos"": 1, ""retained"": false }, ""payload"": { ""temp"": 24.5, ""humidity"": 48.2, ""status"": ""ONLINE"" } }"
trigger-polling.html,trigger-polling,metadata,,,title,,,Polling / DB Watcher Trigger
trigger-polling.html,trigger-polling,metadata,,,tagline,,,"The bridge for legacy systems. Actively monitors external databases, storage buckets, or spreadsheets for state changes and releases normalized data into the canvas."
trigger-polling.html,trigger-polling,metadata,,,badge,,,Spec v1.1
trigger-polling.html,trigger-polling,metadata,,,badge,,,Pull-Driven
trigger-polling.html,trigger-polling,port,Port Overview,Port Overview,onResult,signal,output,
trigger-polling.html,trigger-polling,property,Node Properties,PollingTrigger,sourceType,enum,SqlDatabase,SqlDatabase | S3Bucket | GoogleSheet | RestApi
trigger-polling.html,trigger-polling,property,Node Properties,PollingTrigger,connectionRef,string,required,"Vault reference to credentials (e.g., connection string, AWS keys)."
trigger-polling.html,trigger-polling,property,Node Properties,PollingTrigger,query,string,null,"The SQL query, file path, or API endpoint to poll."
trigger-polling.html,trigger-polling,property,Node Properties,PollingTrigger,pollingInterval,int,5,Wait time between poll attempts.
trigger-polling.html,trigger-polling,property,Node Properties,PollingTrigger,pollingUnit,enum,Minutes,Seconds | Minutes | Hours
trigger-polling.html,trigger-polling,property,Node Properties,PollingTrigger,correlationExpression,expression,null,A JSONPath or regex to extract a unique Instance Context ID from the result row.
trigger-polling.html,trigger-polling,property,Node Properties,PollingTrigger,onMatch,enum,MapOrCreate,"MapOrCreate — (Genesis) Creates a new instance if the resolved ID is unknown. Updates if known. MapOrDiscard — (Signal) Only updates existing instances. If no match is found, the signal is dropped. AlwaysCreate — Ignores the resolved ID and spawns a parallel instance (useful for stateless logs). MapOrReplace — Aborts the existing instance and starts a fresh one with the new payload."
trigger-polling.html,trigger-polling,property,Node Properties,PollingTrigger,deduplicationKey,expression,null,"Field used to ensure the same record isn't processed twice (e.g., $.id or $.last_modified)."
trigger-polling.html,trigger-polling,callout,Node Properties,,Stateful Polling,info,,"To prevent re-triggering on the same data, the engine tracks the deduplicationKey in a high-speed cursor store. If a polled row matches a known key, it is skipped unless the data has changed."
trigger-polling.html,trigger-polling,port,Port Detail,Port Detail,onResult,signal,,"Fires once for every record/row detected in the polling cycle. | payload: // Row data written to WorkflowContext[nodeId]: { ""id"": 1024, ""status"": ""NEW"", ""created_at"": ""2026-03-26T10:00:00Z"", ""payload"": { ... } }"
trigger-scheduled.html,trigger-scheduled,metadata,,,title,,,Scheduled Trigger
trigger-scheduled.html,trigger-scheduled,metadata,,,tagline,,,"The internal heartbeat of the engine. Automates workflow execution based on precise time intervals or complex calendar patterns. Unlike event triggers, it originates from the system clock."
trigger-scheduled.html,trigger-scheduled,metadata,,,badge,,,Spec v1.1
trigger-scheduled.html,trigger-scheduled,metadata,,,badge,,,Time-Driven
trigger-scheduled.html,trigger-scheduled,port,Port Overview,Port Overview,onTick,signal,output,
trigger-scheduled.html,trigger-scheduled,property,Node Properties,ScheduledTrigger,scheduleMode,enum,Interval,Interval — Simple repetitive cadence (e.g. Every 5m). Cron — Advanced calendar logic using standard Crontab syntax.
trigger-scheduled.html,trigger-scheduled,property,Node Properties,ScheduledTrigger,intervalValue,int,15,The numeric value for interval mode. Minimum recommended: 1.
trigger-scheduled.html,trigger-scheduled,property,Node Properties,ScheduledTrigger,intervalUnit,enum,Minutes,Seconds | Minutes | Hours | Days
trigger-scheduled.html,trigger-scheduled,property,Node Properties,ScheduledTrigger,cronExpression,string,null,The Cron string (e.g. 0 8 * * 1-5 for 8AM Weekdays).
trigger-scheduled.html,trigger-scheduled,property,Node Properties,ScheduledTrigger,timeZone,string,UTC,Valid IANA timezone string. Critical for DST-aware scheduling.
trigger-scheduled.html,trigger-scheduled,property,Node Properties,ScheduledTrigger,correlationExpression,expression,null,A JSONPath or regex to extract a unique Instance Context ID. Used for correlating schedule ticks to active instances.
trigger-scheduled.html,trigger-scheduled,property,Node Properties,ScheduledTrigger,onMatch,enum,AlwaysCreate,"MapOrCreate — (Genesis) Creates a new instance if the resolved ID is unknown. Updates if known. MapOrDiscard — (Signal) Only updates existing instances. If no match is found, the signal is dropped. AlwaysCreate — Ignores the resolved ID and spawns a parallel instance (useful for stateless logs). MapOrReplace — Aborts the existing instance and starts a fresh one with the new payload."
trigger-scheduled.html,trigger-scheduled,property,Node Properties,ScheduledTrigger,misfirePolicy,enum,Discard,"FireImmediately — If the server was down during a tick, fire it as soon as it recovers. Discard — Ignore missed ticks and wait for the next scheduled occurrence."
trigger-scheduled.html,trigger-scheduled,callout,Node Properties,,Context Persistence,info,,"This node utilizes the Shared-State model. No data is passed via output connections. Upon triggering, the engine writes the triggeredAt timestamp and scheduleMeta directly to the WorkflowContext for downstream consumption."
trigger-scheduled.html,trigger-scheduled,port,Port Detail,Port Detail,onTick,signal,,"Fires a control pulse to downstream nodes. No data payload is included in the transmission. | payload: // Written to WorkflowContext[nodeId]: { ""timestamp"": 1711395729, ""iso"": ""2026-03-25T12:00:00Z"", ""mode"": ""Cron"" }"
workflow.html,workflow,metadata,,,title,,,Workflow Definitions
workflow.html,workflow,metadata,,,tagline,,,"The structural blueprint defining execution physics, routing logic, and instance lifecycle. This configuration governs how the engine instantiates workflows across IoT, CI/CD, and Automation verticals."
workflow.html,workflow,metadata,,,badge,,,Spec v1.2
workflow.html,workflow,metadata,,,badge,,,Multi-Trigger Enabled
workflow.html,workflow,metadata,,,badge,,,State-Aware Persistence
workflow.html,workflow,section_intro,Identity & Routing,,,,,Defines how a workflow is identified within the system and how incoming signals are mapped to specific execution instances.
workflow.html,workflow,property,Identity & Routing,Workflow Metadata,definitionId,uuid,required,Immutable unique identifier for this workflow template.
workflow.html,workflow,property,Identity & Routing,Workflow Metadata,name,string,required,The display name used within the WBSKT orchestration dashboard.
workflow.html,workflow,property,Identity & Routing,Workflow Metadata,description,string,null,Internal documentation describing the workflow's business logic and expected triggers.
workflow.html,workflow,property,Identity & Routing,Workflow Metadata,triggers,array[obj],[],"List of entry points (HTTP, MQTT, Cron). Supports ""Logical OR"" activation — any trigger can start the flow."
workflow.html,workflow,property,Identity & Routing,,correlationExpression,expression,null,"A JSONPath/Regex to find the ID in this specific trigger. Example: Trigger A uses $.sensor_id, Trigger B uses $.body.mac_address."
workflow.html,workflow,property,Identity & Routing,,onMatch,enum,MapOrCreate,"MapOrCreate — (Genesis) Creates a new instance if the resolved ID is unknown. Updates if known. MapOrDiscard — (Signal) Only updates existing instances. If no match is found, the signal is dropped. AlwaysCreate — Ignores the resolved ID and spawns a parallel instance (useful for stateless logs). MapOrReplace — Aborts the existing instance and starts a fresh one with the new payload."
workflow.html,workflow,section_intro,Execution Physics,,,,,Governs the lifecycle and performance characteristics of the workflow instance during its execution.
workflow.html,workflow,property,Execution Physics,Lifecycle & Performance,instanceMode,enum,Persistent,Persistent — Full DB state tracking (Safety/Business). Ephemeral — In-memory only (Speed/IoT High-Frequency).
workflow.html,workflow,property,Execution Physics,Lifecycle & Performance,executionTimeout,duration,0 (infinite),The absolute time limit for a workflow instance before forced termination.
workflow.html,workflow,property,Execution Physics,Lifecycle & Performance,maxActiveInstances,int,∞,Concurrency cap to prevent system flooding or resource exhaustion.
workflow.html,workflow,property,Execution Physics,Lifecycle & Performance,priority,int (0-10),5,Execution queue priority. Higher numbers process first in congested environments.
workflow.html,workflow,section_intro,Error & Resilience,,,,,Configuration for global fault tolerance and recovery mechanisms when nodes encounter failures.
workflow.html,workflow,property,Error & Resilience,Global Fault Tolerance,globalErrorHandler,nodeId,null,Fallback node triggered if any unhandled error occurs in the flow.
workflow.html,workflow,property,Error & Resilience,Global Fault Tolerance,defaultRetryPolicy,object,{},Global maxAttempts and backoffStrategy for all failing nodes in this flow.
workflow.html,workflow,property,Error & Resilience,Global Fault Tolerance,isRecoverable,bool,true,"If true, the engine attempts to resume the flow at the last checkpoint after a server restart."
workflow.html,workflow,section_intro,Data & Governance,,,,,"Defines the security context, data validation rules, and audit log retention policies."
workflow.html,workflow,property,Data & Governance,Context & Security,inputSchema,json-schema,null,Validates trigger payload before instance creation. Rejects invalid data early.
workflow.html,workflow,property,Data & Governance,Context & Security,secretRefs,array[str],[],"Keys to fetch from secure Vault storage (API keys, DB credentials) at runtime."
workflow.html,workflow,property,Data & Governance,Context & Security,retentionPeriod,duration,30d,How long to keep history of completed instances in the audit log.
workflow.html,workflow,callout,Data & Governance,,Versioning Policy,warn,,"By default, active instances stick to the version they were started with. Updates to the definition only apply to new instances created after publication."
